Survey,Survey Cycle,Vessel,Cruise Leg,Trawl Id,Trawl Performance,Trawl Date,Trawl Start Time,Best Latitude (dd),Best Longitude (dd),Best Position Type,Best Depth (m),Best Depth Type,Trawl Duration (min),Area Swept by the Net (hectares),Temperature At the Gear (degs C)
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008130,Fisheries Assessment Acceptable,10/3/11,10/3/11 16:35,34.87801952,-120.9859186,Gear Track Midpoint,383.2,Bottom Depth,15.58,1.360766,7.23
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008131,Fisheries Assessment Acceptable,10/3/11,10/3/11 18:08,34.90178345,-120.8590578,Gear Track Midpoint,180.3,Bottom Depth,15.5,1.4682,8.9
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008132,Fisheries Assessment Acceptable,10/4/11,10/4/11 7:00,33.95924055,-120.4743488,Gear Track Midpoint,302,Bottom Depth,16.5,1.360176,7.89
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008133,Fisheries Assessment Acceptable,10/4/11,10/4/11 10:22,34.2247923,-120.4770843,Gear Track Midpoint,248.3,Bottom Depth,15.12,1.325733,8.81
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008134,Fisheries Assessment Acceptable,10/4/11,10/4/11 12:51,34.35549855,-120.6494708,Gear Track Midpoint,472,Bottom Depth,15.5,1.601558,6.27
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008136,Fisheries Assessment Acceptable,10/4/11,10/4/11 15:31,34.50871885,-120.6842392,Gear Track Midpoint,99.4,Bottom Depth,16.17,1.472052,9.85
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,4,201103008137,Fisheries Assessment Acceptable,10/4/11,10/4/11 16:55,34.54033923,-120.6810819,Gear Track Midpoint,76.7,Bottom Depth,16.17,1.56744,10.23
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008138,Fisheries Assessment Acceptable,10/9/11,10/9/11 7:28,34.41491483,-120.2257875,Gear Track Midpoint,180.1,Bottom Depth,17.17,1.559745,9.37
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008139,Fisheries Assessment Acceptable,10/9/11,10/9/11 9:39,34.30799651,-120.187639,Gear Track Midpoint,468.8,Bottom Depth,15.28,1.470784,6.78
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008140,Fisheries Assessment Acceptable,10/9/11,10/9/11 11:54,34.13654924,-120.1604676,Gear Track Midpoint,415.8,Bottom Depth,14.57,1.044748,6.76
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008141,Fisheries Assessment Acceptable,10/9/11,10/9/11 14:46,33.92271329,-119.929847,Gear Track Midpoint,83.2,Bottom Depth,13.67,1.295245,10.4
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008143,Fisheries Assessment Acceptable,10/10/11,10/10/11 7:00,34.2832611,-119.6924192,Gear Track Midpoint,163.5,Bottom Depth,17.15,1.733022,9.5
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008144,Fisheries Assessment Acceptable,10/10/11,10/10/11 9:08,34.25360834,-119.6361323,Gear Track Midpoint,131.2,Bottom Depth,16.2,1.453971,9.85
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008145,Fisheries Assessment Acceptable,10/10/11,10/10/11 11:06,34.10540448,-119.6165607,Gear Track Midpoint,233.8,Bottom Depth,16.82,1.476079,9.07
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008146,Fisheries Assessment Acceptable,10/10/11,10/10/11 13:07,34.06989331,-119.5296274,Gear Track Midpoint,84,Bottom Depth,17.52,1.198736,10.04
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008147,Fisheries Assessment Acceptable,10/10/11,10/10/11 16:17,33.93864395,-119.4175271,Gear Track Midpoint,511.7,Bottom Depth,16.72,1.33525,6.27
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008148,Fisheries Assessment Acceptable,10/11/11,10/11/11 6:58,34.08260923,-119.2168605,Gear Track Midpoint,60.8,Bottom Depth,17.28,1.464244,11.41
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008149,Fisheries Assessment Acceptable,10/11/11,10/11/11 10:54,33.99040424,-118.6639325,Gear Track Midpoint,74.2,Bottom Depth,16.73,1.670405,10.73
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008150,Fisheries Assessment Acceptable,10/11/11,10/11/11 13:52,33.71797944,-118.6628019,Gear Track Midpoint,786.9,Bottom Depth,16.32,1.453005,5.31
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008151,Fisheries Assessment Acceptable,10/12/11,10/12/11 7:21,33.55256465,-117.8438759,Gear Track Midpoint,89.3,Bottom Depth,16.47,1.385865,10.05
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008152,Fisheries Assessment Acceptable,10/12/11,10/12/11 9:13,33.45576585,-117.7427482,Gear Start Haulback,66.5,Bottom Depth,16.65,1.3758,10.51
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008153,Fisheries Assessment Acceptable,10/12/11,10/12/11 12:31,33.39378177,-117.9251791,Gear Track Midpoint,543.4,Bottom Depth,16.3,1.568016,6
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008154,Fisheries Assessment Acceptable,10/12/11,10/12/11 15:41,33.15057422,-118.0195793,Gear Track Midpoint,936.2,Bottom Depth,19.5,1.492885,4.09
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008156,Fisheries Assessment Acceptable,10/13/11,10/13/11 10:01,32.88634856,-118.0786048,Gear Track Midpoint,729,Bottom Depth,17.63,1.655568,4.87
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008157,Fisheries Assessment Acceptable,10/13/11,10/13/11 15:54,32.66889988,-117.8313481,Gear Track Midpoint,631.4,Bottom Depth,16.67,1.41032,5.69
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008158,Fisheries Assessment Acceptable,10/14/11,10/14/11 12:14,32.44852519,-118.4198553,Gear Track Midpoint,1137.4,Bottom Depth,20.88,2.257362,3.39
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008159,Fisheries Assessment Acceptable,10/14/11,10/14/11 16:06,32.76840184,-118.5313215,Gear Track Midpoint,409.9,Bottom Depth,15.83,1.341984,7.23
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008160,Fisheries Assessment Acceptable,10/15/11,10/15/11 6:56,32.64728013,-119.7153426,Gear Track Midpoint,992.5,Bottom Depth,18.88,1.66266,4.01
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008161,Fisheries Assessment Acceptable,10/15/11,10/15/11 13:21,32.80780802,-120.2260756,Gear Track Midpoint,641.6,Bottom Depth,17.98,1.689267,5.35
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008162,Fisheries Assessment Acceptable,10/16/11,10/16/11 7:04,33.1003971,-120.0617782,Gear Track Midpoint,1130.6,Bottom Depth,22.17,2.059329,3.7
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008163,Fisheries Assessment Acceptable,10/16/11,10/16/11 10:50,33.41029039,-119.9500731,Gear Track Midpoint,885.8,Bottom Depth,17.77,1.71174,4.22
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008164,Fisheries Assessment Acceptable,10/16/11,10/16/11 16:01,33.58273013,-120.5055961,Gear Track Midpoint,1112.1,Bottom Depth,21.5,1.731717,3.64
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008166,Fisheries Assessment Acceptable,10/17/11,10/17/11 8:42,34.40228723,-120.5085283,Gear Start Haulback,163.3,Bottom Depth,14.37,1.276852,9.51
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008167,Fisheries Assessment Acceptable,10/17/11,10/17/11 13:38,34.89495911,-120.7987987,Gear Track Midpoint,115.4,Bottom Depth,17.83,1.597838,9.48
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008168,Fisheries Assessment Acceptable,10/17/11,10/17/11 16:06,34.92519584,-120.879428,Gear Track Midpoint,201.7,Bottom Depth,17.05,1.50546,8.7
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Excalibur,5,201103008169,Fisheries Assessment Acceptable,10/18/11,10/18/11 7:09,35.24842189,-121.0870229,Gear Track Midpoint,405.1,Bottom Depth,16.37,1.524125,6.43
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010001,Fisheries Assessment Acceptable,5/21/11,5/21/11 11:43,46.38246518,-124.9335243,Gear Track Midpoint,1108,Bottom Depth,43.58,3.23457,3.61
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010002,Fisheries Assessment Acceptable,5/21/11,5/21/11 16:38,46.42020994,-124.5398636,Gear Track Midpoint,165.9,Bottom Depth,20.03,2.121696,7.07
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010003,Fisheries Assessment Acceptable,5/21/11,5/21/11 19:07,46.38057814,-124.3418438,Gear Start Haulback,88.6,Bottom Depth,19.07,2.02608,7.39
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010004,Fisheries Assessment Acceptable,5/22/11,5/22/11 5:43,47.10336275,-124.7597471,Gear Start Haulback,123.4,Bottom Depth,19.33,2.07424,7.2
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010006,Fisheries Assessment Acceptable,5/22/11,5/22/11 10:27,47.16491625,-124.6112271,Vessel Track Midpoint,83.5,Bottom Depth,17.78,1.742464,7.25
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010007,Fisheries Assessment Acceptable,5/22/11,5/22/11 12:17,47.16318417,-124.7526308,Vessel Track Midpoint,119.4,Bottom Depth,20.08,2.126856,7.26
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010008,Fisheries Assessment Acceptable,5/22/11,5/22/11 14:53,47.29436625,-124.8440471,Vessel Track Midpoint,190.7,Bottom Depth,17.28,1.900969,6.71
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010009,Fisheries Assessment Acceptable,5/23/11,5/23/11 16:21,48.02889796,-125.1661523,Gear Track Midpoint,150,Bottom Depth,16.53,1.664256,6.91
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010010,Fisheries Assessment Acceptable,5/23/11,5/23/11 18:43,48.15476722,-124.9204433,Gear Track Midpoint,87.4,Bottom Depth,18.13,1.686456,7.12
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010011,Fisheries Assessment Acceptable,5/24/11,5/24/11 5:50,48.22460509,-124.8904065,Gear Start Haulback,76.1,Bottom Depth,18.38,1.814375,7.51
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010012,Fisheries Assessment Acceptable,5/24/11,5/24/11 8:10,48.19723706,-125.1176654,Gear Track Midpoint,123.6,Bottom Depth,17.08,1.589898,6.75
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010013,Fisheries Assessment Acceptable,5/24/11,5/24/11 10:15,48.29581303,-125.1929516,Gear Track Midpoint,192.3,Bottom Depth,17.37,1.863156,6.43
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010014,Fisheries Assessment Acceptable,5/24/11,5/24/11 13:16,48.15869659,-125.2460437,Gear Track Midpoint,260.4,Bottom Depth,18.25,1.8612,6.04
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010015,Fisheries Assessment Acceptable,5/24/11,5/24/11 16:21,48.0691897,-125.5410693,Gear Track Midpoint,163.7,Bottom Depth,16.13,1.573614,6.95
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010016,Fisheries Assessment Acceptable,5/24/11,5/24/11 19:33,48.09386885,-125.829843,Gear Track Midpoint,857.7,Bottom Depth,33.43,2.350088,4.12
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010017,Fisheries Assessment Acceptable,5/25/11,5/25/11 6:09,47.89371391,-124.88923,Gear Start Haulback,92.2,Bottom Depth,18.1,1.738382,7.27
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010018,Fisheries Assessment Acceptable,5/25/11,5/25/11 7:54,47.86904242,-124.8792727,Gear Track Midpoint,92.4,Bottom Depth,17.85,1.91296,7.26
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010019,Fisheries Assessment Acceptable,5/25/11,5/25/11 9:32,47.76438613,-124.9436551,Gear Track Midpoint,115.7,Bottom Depth,17.37,1.91184,7.42
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010020,Fisheries Assessment Acceptable,5/25/11,5/25/11 12:48,47.77430285,-125.349836,Gear Track Midpoint,803.8,Bottom Depth,23.32,2.37,4.32
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010021,Fisheries Assessment Acceptable,5/25/11,5/25/11 15:30,47.66948525,-125.5153365,Gear Start Haulback,1107.4,Bottom Depth,47.72,2.36222,3.51
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010022,Fisheries Assessment Acceptable,5/25/11,5/25/11 19:22,47.63368826,-125.1826882,Gear Track Midpoint,625.2,Bottom Depth,18.62,2.25072,4.81
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010023,Fisheries Assessment Acceptable,5/26/11,5/26/11 6:01,47.62791342,-124.7830744,Gear Track Midpoint,93.7,Bottom Depth,17.48,1.846705,7.57
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010024,Fisheries Assessment Acceptable,5/26/11,5/26/11 8:12,47.60475,-124.9354159,Gear Track Midpoint,148.6,Bottom Depth,16.25,1.557459,7.07
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010025,Fisheries Assessment Acceptable,5/26/11,5/26/11 10:42,47.53139843,-124.9081468,Gear Start Haulback,162.9,Bottom Depth,17.2,1.842862,6.93
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010026,Fisheries Assessment Acceptable,5/26/11,5/26/11 20:37,47.24861528,-124.9944706,Gear Start Haulback,406.1,Bottom Depth,16.32,1.627956,5.61
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010028,Fisheries Assessment Acceptable,5/27/11,5/27/11 11:06,46.80236993,-124.8554512,Gear Start Haulback,186,Bottom Depth,17.4,1.782998,6.5
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010029,Fisheries Assessment Acceptable,5/27/11,5/27/11 14:46,46.91094436,-124.8104756,Gear Track Midpoint,154.8,Bottom Depth,16.3,1.653909,6.96
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010031,Fisheries Assessment Acceptable,5/27/11,5/27/11 18:40,46.69516176,-124.7705966,Gear Track Midpoint,194.6,Bottom Depth,16.53,1.646047,6.73
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010032,Fisheries Assessment Acceptable,5/28/11,5/28/11 6:06,46.63736534,-124.3009085,Gear Track Midpoint,67.6,Bottom Depth,18.37,1.884807,7.74
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010033,Fisheries Assessment Acceptable,5/28/11,5/28/11 11:35,46.18057037,-124.5289778,Gear Start Haulback,143.4,Bottom Depth,17.77,1.65022,6.78
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010034,Fisheries Assessment Acceptable,5/28/11,5/28/11 14:00,46.18609427,-124.6057689,Gear Track Midpoint,168.7,Bottom Depth,17.5,1.790901,6.72
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010035,Fisheries Assessment Acceptable,5/28/11,5/28/11 16:40,46.22032157,-124.8661676,Gear Track Midpoint,725.3,Bottom Depth,33.77,2.234856,4.63
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010036,Fisheries Assessment Acceptable,5/29/11,5/29/11 5:35,46.00334314,-124.8027647,Gear Track Midpoint,451.1,Bottom Depth,19.03,1.987605,5.44
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010037,Fisheries Assessment Acceptable,5/29/11,5/29/11 8:36,45.92720488,-124.4672094,Gear Track Midpoint,153.4,Bottom Depth,16.95,1.683639,6.6
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010038,Fisheries Assessment Acceptable,5/29/11,5/29/11 10:56,46.05493929,-124.3218044,Gear Track Midpoint,116.8,Bottom Depth,17.25,1.83735,6.8
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010039,Fisheries Assessment Acceptable,5/29/11,5/29/11 13:06,45.96813233,-124.2128292,Gear Track Midpoint,102,Bottom Depth,17.02,1.671816,7.29
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010040,Fisheries Assessment Acceptable,5/30/11,5/30/11 5:38,45.10637556,-124.3589895,Gear Track Midpoint,257.3,Bottom Depth,18.78,2.012604,6.53
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,1,201103010041,Fisheries Assessment Acceptable,5/30/11,5/30/11 8:20,44.90876151,-124.4121,Gear Track Midpoint,185,Bottom Depth,17.63,1.637397,6.93
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010042,Fisheries Assessment Acceptable,6/3/11,6/3/11 6:55,45.51410801,-124.6680903,Gear Start Haulback,464.5,Bottom Depth,18.52,1.724672,5.29
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010044,Fisheries Assessment Acceptable,6/3/11,6/3/11 11:13,45.76704284,-124.7668181,Gear Track Midpoint,445.5,Bottom Depth,16.58,1.685243,5.64
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010045,Fisheries Assessment Acceptable,6/3/11,6/3/11 13:35,45.73383508,-124.6859321,Gear Track Midpoint,237.3,Bottom Depth,17.05,1.518306,6.38
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010046,Fisheries Assessment Acceptable,6/3/11,6/3/11 19:28,45.70639875,-124.6969407,Gear Track Midpoint,236.3,Bottom Depth,16.38,1.483008,6.38
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010047,Fisheries Assessment Acceptable,6/4/11,6/4/11 6:08,45.52883085,-124.8379238,Gear Track Midpoint,1013.5,Bottom Depth,16.47,1.60218,3.73
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010048,Fisheries Assessment Acceptable,6/4/11,6/4/11 9:06,45.43878702,-124.7745461,Gear Start Haulback,668.4,Bottom Depth,17.97,1.80522,4.73
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010049,Fisheries Assessment Acceptable,6/4/11,6/4/11 11:56,45.40827942,-124.5111028,Gear Track Midpoint,422.8,Bottom Depth,17.82,1.912416,5.61
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010050,Fisheries Assessment Acceptable,6/4/11,6/4/11 14:37,45.38404913,-124.519119,Gear Track Midpoint,403.3,Bottom Depth,16.35,1.681776,5.65
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010051,Fisheries Assessment Acceptable,6/4/11,6/4/11 16:42,45.41603368,-124.5978494,Gear Track Midpoint,416.5,Bottom Depth,16.53,1.867688,5.6
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010052,Fisheries Assessment Acceptable,6/5/11,6/5/11 6:16,45.33179584,-124.1611487,Gear Track Midpoint,122.7,Bottom Depth,16.67,1.543527,7.21
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010053,Fisheries Assessment Acceptable,6/5/11,6/5/11 9:46,45.03788141,-124.428291,Gear Track Midpoint,298.8,Bottom Depth,16.12,1.613789,6.23
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010054,Fisheries Assessment Acceptable,6/5/11,6/5/11 12:36,44.80167143,-124.5470814,Gear Track Midpoint,213.2,Bottom Depth,17.02,1.84212,6.65
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010055,Fisheries Assessment Acceptable,6/5/11,6/5/11 15:33,44.80362024,-124.6595359,Gear Track Midpoint,371.9,Bottom Depth,17.6,1.813814,5.91
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010056,Fisheries Assessment Acceptable,6/5/11,6/5/11 18:45,44.96059356,-124.612937,Gear Track Midpoint,448.8,Bottom Depth,16.43,1.63026,5.48
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010057,Fisheries Assessment Acceptable,6/6/11,6/6/11 6:02,44.82796421,-124.7270502,Gear Start Haulback,443.5,Bottom Depth,16.7,1.650746,5.75
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010058,Fisheries Assessment Acceptable,6/6/11,6/6/11 9:48,44.50055454,-124.815733,Gear Track Midpoint,260.1,Bottom Depth,16,1.498282,6.65
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010059,Fisheries Assessment Acceptable,6/6/11,6/6/11 13:34,44.32452626,-124.8327766,Gear Start Haulback,204.3,Bottom Depth,16.48,1.62052,6.95
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010060,Fisheries Assessment Acceptable,6/6/11,6/6/11 17:07,44.17684332,-124.7449759,Gear Track Midpoint,102.9,Bottom Depth,17.28,1.749125,7.41
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010061,Fisheries Assessment Acceptable,6/6/11,6/6/11 19:43,44.29246917,-124.4747444,Gear Track Midpoint,103.3,Bottom Depth,16.73,1.636125,7.43
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010062,Fisheries Assessment Acceptable,6/7/11,6/7/11 5:41,44.38823144,-124.2873836,Gear Track Midpoint,72.4,Bottom Depth,18.85,1.87596,7.62
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010063,Fisheries Assessment Acceptable,6/7/11,6/7/11 8:20,44.20904706,-124.3300974,Gear Track Midpoint,84.5,Bottom Depth,16.95,1.6545,7.51
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010064,Fisheries Assessment Acceptable,6/7/11,6/7/11 9:55,44.07641424,-124.2700442,Gear Track Midpoint,77.2,Bottom Depth,17.43,1.677597,7.66
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010065,Fisheries Assessment Acceptable,6/7/11,6/7/11 11:21,44.03195857,-124.3181719,Gear Track Midpoint,96.5,Bottom Depth,17.12,1.697152,7.53
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010066,Fisheries Assessment Acceptable,6/7/11,6/7/11 13:41,44.04174948,-124.49379,Gear Track Midpoint,130.2,Bottom Depth,16.1,1.687998,7.23
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010068,Fisheries Assessment Acceptable,6/8/11,6/8/11 17:37,43.38302083,-124.5295883,Vessel Track Midpoint,115.9,Bottom Depth,16.83,1.637415,7.58
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010069,Fisheries Assessment Acceptable,6/8/11,6/8/11 20:08,43.21813542,-124.7518092,Vessel Track Midpoint,310.8,Bottom Depth,15.88,1.744029,6.48
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010070,Fisheries Assessment Acceptable,6/9/11,6/9/11 6:21,43.48864792,-125.0881475,Vessel Track Midpoint,1193.6,Bottom Depth,33.95,2.043125,3.54
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010071,Fisheries Assessment Acceptable,6/9/11,6/9/11 9:34,43.458665,-125.0167433,Vessel Track Midpoint,1088.9,Bottom Depth,17.63,1.713947,3.53
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010072,Fisheries Assessment Acceptable,6/9/11,6/9/11 12:21,43.54680625,-124.9309188,Vessel Track Midpoint,798.4,Bottom Depth,19.33,2.196315,4.45
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010073,Fisheries Assessment Acceptable,6/9/11,6/9/11 15:19,43.64695583,-124.7017346,Vessel Track Midpoint,478.7,Bottom Depth,16.95,1.92428,5.58
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010074,Fisheries Assessment Acceptable,6/10/11,6/10/11 5:50,43.84827917,-124.87095,Vessel Track Midpoint,343,Bottom Depth,17.4,1.870287,6.22
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010075,Fisheries Assessment Acceptable,6/10/11,6/10/11 8:28,43.91089167,-124.8180375,Vessel Track Midpoint,202.4,Bottom Depth,16.23,1.76344,6.78
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010076,Fisheries Assessment Acceptable,6/10/11,6/10/11 11:02,43.97344208,-124.7408538,Vessel Track Midpoint,134.1,Bottom Depth,16.52,1.560993,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,2,201103010077,Fisheries Assessment Acceptable,6/10/11,6/10/11 12:13,43.937135,-124.7605742,Vessel Track Midpoint,128.6,Bottom Depth,16.18,1.513395,7.28
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,3,201103010078,Fisheries Assessment Acceptable,6/17/11,6/17/11 5:39,43.10746397,-124.6390582,Gear Track Midpoint,130.4,Bottom Depth,16.18,1.62825,7.29
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,3,201103010081,Fisheries Assessment Acceptable,6/17/11,6/17/11 10:37,43.07695402,-124.549027,Gear Track Midpoint,90.2,Bottom Depth,16.45,1.498892,7.15
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,3,201103010082,Fisheries Assessment Acceptable,6/17/11,6/17/11 14:39,42.97902799,-124.7783317,Gear Start Haulback,155.8,Bottom Depth,17.78,1.557364,7.04
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,3,201103010083,Fisheries Assessment Acceptable,6/17/11,6/17/11 19:23,42.52250587,-124.542895,Gear Track Midpoint,65.8,Bottom Depth,18.7,1.25345,7.45
Groundfish Slope and Shelf Combination Survey,Cycle 2011,Ms. Julie,3,201103010084,Fisheries Assessment Acceptable,6/18/11,6/18/11 6:47,42.42651076,-124.650807,Gear Start Haulback,104,Bottom Depth,16.55,1.30456,7.43
